customer_id,created_at,gender,age
31262,2016-08-19 12:38:22+00:00,F,27
29952,2016-08-20 00:51:56+00:00,F,20
20002,2016-08-20 16:07:55+00:00,F,25
28667,2016-08-21 00:31:10+00:00,F,21
45820,2016-08-21 14:17:49+00:00,M,20
26733,2016-08-23 08:57:43+00:00,F,28
31216,2016-08-23 19:51:27+00:00,F,22
73826,2016-08-23 22:42:48+00:00,F,32
46647,2016-08-24 00:22:48+00:00,F,50
49157,2016-08-24 19:07:21+00:00,M,32
50341,2016-08-24 21:09:22+00:00,F,29
80530,2016-08-24 21:19:41+00:00,M,28
22141,2016-08-25 21:53:50+00:00,F,26
49829,2016-08-26 10:22:14+00:00,M,24
65335,2016-08-26 10:50:12+00:00,F,21
61934,2016-08-26 15:49:51+00:00,F,24
70512,2016-08-26 23:23:29+00:00,M,22
34773,2016-08-27 16:05:54+00:00,F,28
34896,2016-08-27 20:41:27+00:00,F,25
41803,2016-08-28 00:52:34+00:00,F,26
45105,2016-08-28 14:00:29+00:00,M,29
52831,2016-08-28 21:26:48+00:00,F,34
55540,2016-08-29 07:27:16+00:00,F,32
68826,2016-08-30 00:25:19+00:00,F,23
45139,2016-08-30 00:42:34+00:00,M,26
17146,2016-08-30 17:36:03+00:00,F,20
28414,2016-08-30 20:01:09+00:00,M,27
50236,2016-08-31 02:12:52+00:00,F,24
35130,2016-08-31 10:24:47+00:00,F,23
38250,2016-08-31 14:26:48+00:00,F,26
49543,2016-09-01 23:08:36+00:00,Others,56
46936,2016-09-03 17:45:08+00:00,F,47
36408,2016-09-04 00:22:12+00:00,F,27
43376,2016-09-04 14:31:20+00:00,F,31
51289,2016-09-04 23:04:35+00:00,F,20
13037,2016-09-05 00:23:14+00:00,M,20
71930,2016-09-05 16:28:15+00:00,F,28
22718,2016-09-05 16:45:28+00:00,F,53
77104,2016-09-05 22:48:59+00:00,F,21
31320,2016-09-07 20:05:25+00:00,F,21
39817,2016-09-09 04:37:50+00:00,F,28
43028,2016-09-10 03:32:46+00:00,F,21
57893,2016-09-10 12:07:58+00:00,F,20
25277,2016-09-11 02:03:06+00:00,M,24
17662,2016-09-11 15:57:08+00:00,F,55
18303,2016-09-12 23:11:32+00:00,F,51
72342,2016-09-13 16:41:26+00:00,F,24
53355,2016-09-14 08:43:09+00:00,M,27
37899,2016-09-14 21:27:17+00:00,M,21
37083,2016-09-15 02:13:52+00:00,F,46
27766,2016-09-18 23:59:23+00:00,F,24
43200,2016-09-19 00:45:05+00:00,M,21
67201,2016-09-21 01:42:30+00:00,F,26
39781,2016-09-21 09:28:39+00:00,M,20
47227,2016-09-22 21:29:01+00:00,M,25
47246,2016-09-23 18:05:14+00:00,F,28
52419,2016-09-25 00:26:17+00:00,M,28
41835,2016-09-25 17:12:19+00:00,F,26
32058,2016-09-25 18:00:11+00:00,F,22
50780,2016-09-26 12:30:13+00:00,M,21
60162,2016-09-26 15:19:46+00:00,F,24
17749,2016-09-27 11:14:31+00:00,F,27
63464,2016-09-27 19:49:30+00:00,F,22
27052,2016-09-28 00:26:07+00:00,F,28
31875,2016-09-29 19:49:25+00:00,M,24
43119,2016-10-03 22:36:24+00:00,F,32
44160,2016-10-04 01:44:49+00:00,M,20
61910,2016-10-04 12:17:11+00:00,F,23
58177,2016-10-05 03:27:58+00:00,F,23
38382,2016-10-06 01:07:18+00:00,F,25
43013,2016-10-06 16:38:36+00:00,F,34
29008,2016-10-07 00:21:54+00:00,F,20
42196,2016-10-07 01:17:36+00:00,F,48
34052,2016-10-07 12:03:04+00:00,F,12
78770,2016-10-07 15:51:34+00:00,F,29
17232,2016-10-07 17:24:26+00:00,F,23
64594,2016-10-07 18:37:52+00:00,F,44
44347,2016-10-07 23:06:45+00:00,M,24
24621,2016-10-09 03:26:32+00:00,Others,14
77968,2016-10-09 23:05:20+00:00,F,15
48519,2016-10-10 02:55:21+00:00,M,19
55322,2016-10-10 18:16:41+00:00,M,41
33593,2016-10-10 23:52:32+00:00,F,19
81222,2016-10-12 18:04:16+00:00,M,36
31597,2016-10-13 17:32:17+00:00,M,23
56227,2016-10-14 00:35:40+00:00,F,50
18787,2016-10-14 18:20:04+00:00,M,52
49379,2016-10-15 09:58:59+00:00,M,25
60358,2016-10-16 20:14:33+00:00,M,20
29900,2016-10-17 21:50:48+00:00,F,35
53967,2016-10-18 09:35:06+00:00,M,27
52892,2016-10-19 15:02:03+00:00,F,26
61269,2016-10-19 22:54:38+00:00,M,22
47084,2016-10-20 17:29:48+00:00,F,49
54229,2016-10-21 14:33:09+00:00,M,22
51031,2016-10-21 21:15:40+00:00,F,41
45222,2016-10-21 22:52:18+00:00,F,25
5057,2016-10-24 01:38:28+00:00,F,51
63298,2016-10-25 16:21:23+00:00,F,22
23850,2016-10-25 17:11:12+00:00,F,13
45298,2016-10-26 18:12:02+00:00,F,29
11544,2016-10-27 02:49:29+00:00,M,26
39889,2016-10-27 09:29:48+00:00,F,15
57892,2016-10-28 02:24:52+00:00,F,28
19334,2016-10-28 15:34:54+00:00,F,26
51357,2016-10-28 22:21:51+00:00,F,23
53471,2016-10-29 23:42:39+00:00,F,26
55961,2016-10-31 00:10:46+00:00,F,27
18559,2016-10-31 15:40:53+00:00,M,20
18688,2016-10-31 20:08:04+00:00,F,27
27107,2016-10-31 22:13:40+00:00,F,30
57594,2016-11-01 02:43:36+00:00,Others,20
26828,2016-11-01 19:14:21+00:00,M,22
55019,2016-11-01 21:19:27+00:00,F,25
22955,2016-11-02 20:33:22+00:00,M,25
59428,2016-11-03 01:50:47+00:00,F,24
37209,2016-11-03 16:05:50+00:00,M,29
48079,2016-11-04 12:11:12+00:00,F,15
44459,2016-11-05 13:53:14+00:00,M,22
30081,2016-11-07 21:58:30+00:00,F,21
72458,2016-11-08 15:57:26+00:00,F,26
42171,2016-11-08 16:26:02+00:00,F,20
67488,2016-11-11 19:39:08+00:00,F,57
46296,2016-11-11 21:57:26+00:00,F,23
72454,2016-11-12 17:42:57+00:00,M,26
51339,2016-11-13 23:58:33+00:00,M,17
35462,2016-11-14 02:25:00+00:00,F,42
35572,2016-11-14 16:09:13+00:00,M,20
13655,2016-11-14 18:24:55+00:00,F,21
49760,2016-11-15 11:55:03+00:00,F,20
51534,2016-11-15 19:20:34+00:00,F,24
30310,2016-11-16 17:20:34+00:00,F,29
18165,2016-11-17 00:45:53+00:00,M,46
33718,2016-11-17 18:23:19+00:00,F,27
4064,2016-11-17 20:08:38+00:00,F,24
74220,2016-11-20 01:07:21+00:00,M,28
47133,2016-11-20 03:00:07+00:00,F,26
52927,2016-11-20 19:09:27+00:00,F,27
42456,2016-11-21 17:59:29+00:00,M,21
58538,2016-11-22 06:22:57+00:00,M,28
46096,2016-11-22 12:05:45+00:00,M,28
69275,2016-11-23 19:45:12+00:00,M,14
25211,2016-11-24 00:59:04+00:00,F,22
22862,2016-11-24 01:41:50+00:00,F,25
52602,2016-11-24 09:47:52+00:00,F,49
38056,2016-11-25 05:37:13+00:00,M,20
47237,2016-11-25 16:52:00+00:00,F,29
31738,2016-11-27 03:12:07+00:00,F,26
52799,2016-11-27 09:05:56+00:00,F,16
49203,2016-11-28 10:23:59+00:00,F,23
67752,2016-11-28 15:03:29+00:00,M,25
25771,2016-11-28 16:24:25+00:00,M,45
35874,2016-11-28 22:48:56+00:00,F,41
54733,2016-11-28 23:42:03+00:00,F,26
23227,2016-11-29 08:49:40+00:00,F,57
48161,2016-11-29 13:16:31+00:00,F,28
60311,2016-11-29 20:42:19+00:00,F,21
12358,2016-11-29 23:19:01+00:00,M,36
26848,2016-11-30 16:20:02+00:00,F,23
29509,2016-11-30 17:20:53+00:00,M,21
72020,2016-11-30 17:49:50+00:00,M,24
54412,2016-12-01 10:00:24+00:00,F,31
65598,2016-12-01 10:57:20+00:00,F,24
16295,2016-12-01 11:21:02+00:00,F,21
40579,2016-12-01 14:02:46+00:00,F,20
82891,2016-12-01 16:08:10+00:00,M,29
46731,2016-12-01 18:41:45+00:00,M,26
19370,2016-12-01 19:18:32+00:00,F,23
41723,2016-12-02 12:15:35+00:00,F,23
44480,2016-12-02 13:17:02+00:00,M,23
44169,2016-12-02 18:00:25+00:00,M,23
43790,2016-12-02 23:49:37+00:00,M,22
49674,2016-12-04 00:56:06+00:00,M,28
50712,2016-12-04 02:56:21+00:00,M,25
25766,2016-12-04 17:26:10+00:00,M,21
23916,2016-12-04 21:02:21+00:00,M,21
38542,2016-12-04 22:00:05+00:00,M,22
49715,2016-12-05 09:21:33+00:00,M,25
7947,2016-12-05 15:58:58+00:00,F,22
26221,2016-12-06 01:02:50+00:00,F,23
47650,2016-12-06 11:26:55+00:00,F,29
71420,2016-12-06 13:23:07+00:00,F,27
39273,2016-12-06 21:12:57+00:00,M,26
52340,2016-12-06 23:17:45+00:00,M,36
78801,2016-12-07 04:19:56+00:00,F,50
49010,2016-12-07 20:06:41+00:00,M,27
31441,2016-12-07 23:34:07+00:00,F,20
24398,2016-12-08 16:21:25+00:00,M,21
79365,2016-12-09 02:10:42+00:00,F,20
58899,2016-12-09 14:30:43+00:00,F,24
35817,2016-12-09 19:26:58+00:00,F,26
52802,2016-12-10 13:46:31+00:00,M,23
43776,2016-12-10 17:52:15+00:00,F,25
38904,2016-12-10 21:18:22+00:00,M,28
44202,2016-12-11 17:13:02+00:00,M,21
33326,2016-12-12 02:33:41+00:00,M,22
46303,2016-12-12 16:16:47+00:00,F,24
74543,2016-12-13 00:20:41+00:00,M,28
39814,2016-12-13 22:52:02+00:00,F,27
25905,2016-12-13 23:47:27+00:00,F,25
61673,2016-12-14 01:00:13+00:00,M,29
36199,2016-12-14 10:07:03+00:00,F,24
36768,2016-12-14 11:57:06+00:00,F,28
69380,2016-12-14 17:37:01+00:00,M,25
39071,2016-12-14 22:14:44+00:00,F,48
23080,2016-12-14 23:56:03+00:00,F,20
16958,2016-12-15 09:00:24+00:00,F,34
53292,2016-12-15 15:54:52+00:00,F,36
81480,2016-12-15 15:56:34+00:00,M,27
40097,2016-12-15 18:33:58+00:00,M,23
23375,2016-12-16 00:04:40+00:00,M,32
68834,2016-12-16 00:13:46+00:00,F,28
51341,2016-12-16 10:35:44+00:00,F,48
49457,2016-12-16 15:37:46+00:00,F,23
49342,2016-12-16 15:57:13+00:00,M,24
72696,2016-12-16 16:33:04+00:00,F,27
46202,2016-12-17 00:19:17+00:00,M,22
83017,2016-12-17 02:09:12+00:00,F,35
66688,2016-12-17 05:40:27+00:00,F,22
46424,2016-12-17 07:37:22+00:00,F,20
60003,2016-12-19 09:21:31+00:00,F,26
33713,2016-12-19 09:55:35+00:00,F,21
33434,2016-12-19 15:31:04+00:00,F,37
15868,2016-12-19 16:17:23+00:00,F,26
937,2016-12-19 16:52:25+00:00,M,22
44890,2016-12-19 16:52:36+00:00,F,28
18929,2016-12-19 17:07:22+00:00,M,20
55439,2016-12-19 18:46:53+00:00,M,26
47307,2016-12-19 21:24:57+00:00,M,25
35868,2016-12-19 22:07:26+00:00,M,20
40435,2016-12-19 22:54:00+00:00,F,18
80894,2016-12-19 23:32:14+00:00,F,27
14824,2016-12-20 01:32:35+00:00,F,27
42238,2016-12-20 01:46:44+00:00,F,52
34565,2016-12-20 02:59:17+00:00,M,25
71511,2016-12-20 09:15:41+00:00,M,28
65299,2016-12-20 12:09:13+00:00,M,22
50398,2016-12-20 18:19:29+00:00,M,51
42580,2016-12-20 19:13:35+00:00,F,26
54308,2016-12-20 20:42:03+00:00,F,26
68950,2016-12-20 21:58:17+00:00,M,26
27642,2016-12-21 00:43:31+00:00,F,27
12209,2016-12-21 23:34:38+00:00,F,22
49734,2016-12-22 04:25:54+00:00,F,29
66309,2016-12-22 11:24:41+00:00,M,34
75224,2016-12-22 17:37:36+00:00,F,18
33547,2016-12-22 23:28:24+00:00,F,39
45479,2016-12-24 00:49:33+00:00,F,33
71648,2016-12-24 19:59:50+00:00,F,22
